Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish,Has_Garage,Garage_Type_Encoded
763,2009,90,RL,60.0,10800,Pave,179000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,3,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,120,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,,,1200,0,0,1200,3.0,0.0,3,0,3,1,TA,5,Typ,NoGarage,,0,6
764,2009,90,RL,60.0,10800,Pave,179000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,3,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,120,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,,,1200,0,0,1200,3.0,0.0,3,0,3,1,TA,5,Typ,NoGarage,,0,6
765,2009,90,RL,,10547,Pave,159900,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,7,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,PConc,Gd,0,Gd,GLQ,1152.0,Unf,0.0,0.0,1152.0,GasA,TA,,1960.0,1152,0,0,1152,2.0,0.0,2,0,2,2,TA,6,Typ,Detchd,Unf,1,5
766,2009,30,RL,,10020,Pave,61000,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,3,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,0,BrkTil,Fa,0,Gd,BLQ,350.0,Unf,0.0,333.0,683.0,GasA,Gd,,,904,0,0,904,1.0,0.0,0,1,1,1,Fa,4,Maj1,NoGarage,,0,6
767,2009,70,RH,54.0,6629,Pave,103600,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,7,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,TA,147,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,TA,,1930.0,697,672,0,1369,1.0,0.0,2,0,3,1,TA,6,Typ,Detchd,Unf,1,5
768,2009,50,RL,60.0,9780,Pave,63000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,3,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,PConc,TA,0,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,TA,,1934.0,687,425,0,1112,1.0,0.0,2,0,4,1,TA,6,Typ,Detchd,Unf,1,5
769,2009,80,RL,70.0,12886,Pave,175000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,10,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,Gd,302,Av,ALQ,444.0,Unf,0.0,76.0,520.0,GasA,Ex,TA,1997.0,1464,0,0,1464,0.0,1.0,2,0,3,1,TA,6,Min2,Attchd,RFn,1,1
770,2009,20,RL,80.0,8816,Pave,139000,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,6,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,80,PConc,TA,0,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,TA,,1963.0,1121,0,0,1121,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
771,2009,60,RL,70.0,11184,Pave,172500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,7,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,0,CBlock,TA,243,No,LwQ,226.0,Rec,500.0,192.0,918.0,GasA,Gd,TA,1978.0,918,765,0,1683,0.0,0.0,2,1,3,1,TA,7,Typ,Attchd,RFn,1,1
772,2009,20,RL,75.0,11625,Pave,113500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,4,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,TA,215,CBlock,TA,0,No,BLQ,527.0,Unf,0.0,525.0,1052.0,GasA,TA,Po,1984.0,1052,0,0,1052,0.0,0.0,1,1,3,1,TA,6,Typ,Attchd,Fin,1,1
773,2009,20,RL,65.0,7800,Pave,130000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,6,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,0,PConc,TA,64,No,ALQ,450.0,Unf,0.0,414.0,864.0,GasA,Ex,,1967.0,899,0,0,899,0.0,0.0,1,0,3,1,Gd,5,Typ,Attchd,Fin,1,1
774,2009,85,RL,,8014,Pave,149900,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,6,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,0,CBlock,Gd,0,Gd,GLQ,456.0,Unf,0.0,0.0,456.0,GasA,TA,Fa,1978.0,1034,0,0,1034,0.0,1.0,1,0,3,1,TA,5,Typ,Basment,Fin,1,2
775,2009,85,RL,,7252,Pave,134900,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,4,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,Gd,120,Av,GLQ,685.0,Unf,0.0,173.0,858.0,GasA,TA,,1983.0,858,0,0,858,1.0,0.0,1,0,2,1,TA,5,Typ,Detchd,Unf,1,5
776,2009,85,RL,74.0,8740,Pave,137000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,7,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,0,Av,ALQ,672.0,Unf,0.0,168.0,840.0,GasA,TA,,1996.0,860,0,0,860,1.0,0.0,1,0,2,1,TA,4,Typ,Detchd,Unf,1,5
777,2009,20,RL,,11616,Pave,139000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,9,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,20,CBlock,TA,0,No,LwQ,170.0,BLQ,670.0,252.0,1092.0,GasA,TA,Po,1962.0,1092,0,0,1092,0.0,1.0,1,0,3,1,TA,6,Typ,Attchd,Unf,1,1
778,2009,80,RL,88.0,15400,Pave,165000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,7,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,40,CBlock,TA,290,No,Unf,0.0,Unf,0.0,552.0,552.0,GasA,TA,TA,1961.0,904,611,259,1774,0.0,0.0,2,0,4,1,TA,8,Typ,Attchd,Unf,1,1
779,2009,80,RL,88.0,15312,Pave,148000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,3,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,0,CBlock,TA,0,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,GasA,Ex,TA,1960.0,1138,0,0,1138,0.0,1.0,1,0,3,1,TA,6,Typ,Attchd,RFn,1,1
780,2009,80,RL,,15584,Pave,165000,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,10,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366.0,TA,28,CBlock,TA,131,Mn,Unf,0.0,Unf,0.0,825.0,825.0,GasA,Ex,TA,1956.0,2071,0,0,2071,0.0,1.0,1,1,4,1,TA,9,Typ,Attchd,Unf,1,1
781,2009,20,RL,,9000,Pave,63900,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,6,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,Slab,,0,,,0.0,,0.0,0.0,0.0,GasA,Fa,,,660,0,0,660,0.0,0.0,1,0,2,1,Fa,5,Min2,NoGarage,,0,6
782,2009,50,RL,,11250,Pave,161500,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,11,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,120,Av,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,Ex,TA,1957.0,1104,684,0,1788,1.0,0.0,1,0,5,1,TA,8,Min2,Attchd,Unf,1,1
783,2009,20,RL,65.0,25095,Pave,143000,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,6,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,TA,48,CBlock,TA,0,Gd,GLQ,1324.0,Unf,0.0,113.0,1437.0,GasA,Ex,Gd,1968.0,1473,0,0,1473,2.0,0.0,1,0,1,1,Ex,5,Typ,Attchd,Unf,1,1
784,2009,20,RL,,17140,Pave,135000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,4,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,TA,0,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,,1956.0,1229,0,0,1229,0.0,0.0,1,0,3,1,TA,6,Typ,Attchd,RFn,1,1
785,2009,30,RL,,12342,Pave,82500,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,3,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,TA,158,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,Ex,,1961.0,861,0,0,861,0.0,0.0,1,0,1,1,TA,4,Typ,Detchd,Unf,1,5
786,2009,20,RL,,10708,Pave,190000,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,11,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,0,CBlock,TA,476,No,LwQ,379.0,BLQ,768.0,470.0,1617.0,GasA,Ex,Gd,1955.0,1867,0,0,1867,1.0,0.0,1,0,2,1,TA,7,Typ,Attchd,Fin,1,1
787,2009,20,RL,,13680,Pave,139600,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,6,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,,0.0,TA,0,Slab,,0,,,0.0,,0.0,0.0,0.0,GasA,Ex,Gd,1955.0,1733,0,0,1733,0.0,0.0,2,0,4,1,TA,8,Min2,Attchd,Unf,1,1
788,2009,20,RL,,15635,Pave,122000,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,10,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,,0,,,0.0,,0.0,0.0,0.0,GasA,TA,,1980.0,1383,0,0,1383,0.0,0.0,1,0,2,1,TA,6,Mod,Attchd,Unf,1,1
789,2009,20,RL,73.0,9855,Pave,127500,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,11,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Fa,Gd,1956.0,1689,0,0,1689,0.0,0.0,1,0,3,1,TA,7,Typ,Attchd,Unf,1,1
790,2009,20,RL,68.0,9571,Pave,121500,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,2,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,0,No,Rec,257.0,Unf,0.0,816.0,1073.0,GasA,TA,,1956.0,1073,0,0,1073,1.0,0.0,1,0,2,1,TA,5,Typ,Attchd,Unf,1,1
791,2009,20,RL,68.0,9571,Pave,60000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,6,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,,0.0,TA,0,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,TA,,1958.0,1276,0,0,1276,0.0,0.0,1,0,3,1,TA,5,Mod,Attchd,Unf,1,1
792,2009,60,RL,50.0,9350,Pave,154400,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,7,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,50,CBlock,TA,0,No,BLQ,342.0,Unf,0.0,405.0,747.0,GasA,Ex,Gd,1946.0,892,747,0,1639,0.0,0.0,1,1,3,1,Gd,6,Typ,Detchd,Unf,1,5
793,2009,30,RL,50.0,9340,Pave,113000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,8,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,113,CBlock,TA,0,No,Rec,344.0,Unf,0.0,328.0,672.0,GasA,TA,,1941.0,672,0,0,672,1.0,0.0,1,0,2,1,TA,4,Typ,Attchd,Unf,1,1
794,2009,20,RL,62.0,7440,Pave,125000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,9,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,Gd,328,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,TA,Gd,1954.0,1089,0,0,1089,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,RFn,1,5
795,2009,20,RL,,11500,Pave,84000,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,1,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,Slab,,186,,,0.0,,0.0,0.0,0.0,GasA,Ex,,1957.0,845,0,0,845,0.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
796,2009,120,RL,42.0,4235,Pave,139500,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,2,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149.0,Gd,105,CBlock,Gd,0,Mn,GLQ,552.0,ALQ,393.0,104.0,1049.0,GasA,TA,,1984.0,1049,0,0,1049,1.0,0.0,2,0,2,1,Gd,5,Typ,Attchd,Fin,1,1
797,2009,50,RL,60.0,11409,Pave,131000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,LwQ,292.0,Unf,0.0,476.0,768.0,GasA,Gd,Gd,1949.0,1148,568,0,1716,0.0,0.0,1,1,3,1,TA,8,Min2,Attchd,Unf,1,1
798,2009,50,RL,60.0,9060,Pave,105000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,10,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,0,BrkTil,TA,0,Mn,Rec,204.0,Unf,0.0,356.0,560.0,GasA,TA,,1939.0,698,560,0,1258,0.0,0.0,1,0,2,1,TA,6,Typ,Detchd,Unf,1,5
799,2009,70,RL,60.0,9084,Pave,108000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,10,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,120,Mn,Unf,0.0,Unf,0.0,755.0,755.0,GasA,TA,Gd,1940.0,755,755,0,1510,1.0,0.0,1,0,4,1,TA,7,Typ,Detchd,Unf,1,5
800,2009,80,RL,74.0,10778,Pave,162000,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,7,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,36,PConc,Gd,114,No,GLQ,460.0,ALQ,286.0,308.0,1054.0,GasA,Gd,,1990.0,1061,0,0,1061,1.0,0.0,1,1,1,1,Gd,4,Typ,Attchd,Unf,1,1
801,2009,80,RL,66.0,19255,Pave,156500,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,9,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,Gd,0,CBlock,Gd,0,Av,Rec,70.0,GLQ,450.0,0.0,520.0,GasA,Gd,Po,1983.0,1338,0,0,1338,0.0,0.0,1,1,2,1,Gd,5,Min2,Attchd,Unf,1,1
802,2009,50,RL,79.0,12327,Pave,316600,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,9,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,40,CBlock,Gd,349,Gd,GLQ,1441.0,Unf,0.0,55.0,1496.0,GasA,Ex,Gd,1983.0,1496,636,0,2132,1.0,0.0,1,1,1,1,Gd,5,Min2,BuiltIn,Fin,1,3
803,2009,20,RL,90.0,14684,Pave,271900,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,6,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,70,CBlock,Gd,84,Mn,ALQ,485.0,BLQ,177.0,1496.0,2158.0,GasA,Gd,TA,1990.0,2196,0,0,2196,0.0,0.0,2,0,3,1,Gd,7,Typ,Attchd,RFn,1,1
804,2009,60,RL,75.0,9317,Pave,213000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,7,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,72,PConc,Gd,234,No,ALQ,513.0,Unf,0.0,227.0,740.0,GasA,Ex,TA,1993.0,1006,769,0,1775,1.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,Unf,1,1
805,2009,60,RL,85.0,10560,Pave,239900,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,8,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,100,PConc,Gd,400,No,GLQ,474.0,Unf,0.0,605.0,1079.0,GasA,Ex,TA,1993.0,1079,800,0,1879,1.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
806,2009,60,RL,80.0,9828,Pave,239500,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,6,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,155,PConc,Gd,0,No,GLQ,584.0,Unf,0.0,544.0,1128.0,GasA,Ex,TA,1995.0,1142,878,0,2020,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
807,2009,70,RL,120.0,26400,Pave,131000,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,6,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,0,PConc,,0,,,0.0,,0.0,0.0,0.0,GasA,Ex,TA,1900.0,1288,728,0,2016,0.0,0.0,1,0,4,1,TA,7,Mod,Attchd,Unf,1,1
808,2009,90,RL,64.0,7018,Pave,118964,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,6,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,Slab,,0,,,0.0,,0.0,0.0,0.0,GasA,TA,,1979.0,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,Typ,Attchd,Unf,1,1
809,2009,90,RL,64.0,7018,Pave,153337,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,6,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,0,CBlock,Gd,120,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,TA,TA,1979.0,1224,0,0,1224,2.0,0.0,0,2,2,2,TA,6,Typ,Detchd,Unf,1,5
810,2009,90,RL,64.0,7018,Pave,147983,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,6,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,Slab,,73,,,0.0,,0.0,0.0,0.0,GasA,TA,,1979.0,1114,1114,0,2228,0.0,0.0,2,0,6,2,TA,8,Typ,Detchd,Unf,1,5
811,2009,90,RL,64.0,7018,Pave,118858,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,6,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,Slab,,0,,,0.0,,0.0,0.0,0.0,GasA,TA,,1979.0,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,Typ,Attchd,Unf,1,1
812,2009,90,RL,64.0,7018,Pave,118858,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,6,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,Slab,,0,,,0.0,,0.0,0.0,0.0,GasA,TA,,1979.0,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,Typ,Attchd,Unf,1,1
813,2009,90,RL,64.0,7018,Pave,142953,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,6,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,Slab,,154,,,0.0,,0.0,0.0,0.0,GasA,TA,,1979.0,1120,1120,0,2240,0.0,0.0,2,0,6,2,TA,12,Typ,Detchd,Unf,1,5
814,2009,90,RL,64.0,7040,Pave,148325,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,6,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216.0,TA,0,CBlock,Gd,120,Av,GLQ,1094.0,Unf,0.0,0.0,1094.0,GasA,TA,TA,1979.0,1229,0,0,1229,2.0,0.0,0,2,2,2,Gd,6,Typ,Detchd,Unf,1,5
815,2009,90,RL,64.0,7007,Pave,113722,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,6,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,Slab,,0,,,0.0,,0.0,0.0,0.0,GasA,TA,,1979.0,1513,0,0,1513,0.0,0.0,2,0,4,2,TA,8,Typ,Attchd,Unf,1,1
816,2009,90,RL,,11855,Pave,269500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,10,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,TA,0,PConc,Ex,312,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,TA,2000.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,TA,8,Typ,BuiltIn,Fin,1,3
817,2009,90,RL,,7939,Pave,269500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,10,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,TA,0,PConc,Ex,312,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,TA,2000.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,TA,8,Typ,BuiltIn,Fin,1,3
818,2009,90,RL,,7976,Pave,269500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,10,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,TA,0,PConc,Ex,312,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,TA,2000.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,TA,8,Typ,BuiltIn,Fin,1,3
819,2009,20,RL,84.0,10933,Pave,323262,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,7,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,24,PConc,Ex,185,Gd,GLQ,1021.0,Unf,0.0,534.0,1555.0,GasA,Ex,Gd,2009.0,1680,0,0,1680,1.0,0.0,1,1,1,1,Ex,8,Typ,Attchd,Fin,1,1
820,2009,20,RL,79.0,10637,Pave,297000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,44,PConc,Ex,208,Gd,GLQ,1288.0,Unf,0.0,417.0,1705.0,GasA,Ex,Gd,2007.0,1718,0,0,1718,1.0,0.0,2,0,3,1,Gd,7,Typ,Attchd,RFn,1,1
821,2009,20,RL,61.0,10226,Pave,295493,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,42,PConc,Ex,172,Gd,Unf,0.0,Unf,0.0,1622.0,1622.0,GasA,Ex,Gd,2008.0,1630,0,0,1630,1.0,0.0,2,0,3,1,Ex,8,Typ,Attchd,RFn,1,1
822,2009,20,RL,65.0,10816,Pave,332000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,11,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,Ex,104,PConc,Ex,208,Gd,GLQ,1104.0,Unf,0.0,616.0,1720.0,GasA,Ex,Gd,2008.0,1720,0,0,1720,1.0,0.0,2,0,3,1,Ex,8,Typ,Attchd,RFn,1,1
823,2009,20,RL,71.0,9178,Pave,239900,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,142,PConc,Gd,192,Av,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Gd,2008.0,1468,0,0,1468,0.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
824,2009,60,RL,68.0,10769,Pave,212000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,4,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,105,PConc,Gd,144,Av,GLQ,20.0,Unf,0.0,846.0,866.0,GasA,Ex,,2007.0,866,902,0,1768,0.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
825,2009,20,RL,77.0,11422,Pave,272500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,4,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352.0,Gd,222,PConc,Ex,154,Av,GLQ,1359.0,Unf,0.0,479.0,1838.0,GasA,Ex,Gd,2007.0,1838,0,0,1838,1.0,0.0,2,0,3,1,Gd,7,Typ,Attchd,RFn,1,1
826,2009,20,RL,122.0,11923,Pave,239000,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,5,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,136,PConc,Ex,288,No,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,Ex,,2007.0,1800,0,0,1800,0.0,0.0,2,0,2,1,Ex,7,Typ,Attchd,Fin,1,1
