Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish
904,2009,50,RL,45,8212,Pave,122000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,9,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,84,No,Rec,626,Unf,0,94,720,GasA,Ex,Gd,1940,854,444,0,1298,0,0,1,0,3,1,TA,6,Typ,Detchd,Unf
905,2009,50,RL,60,10998,Pave,117000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,7,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,68,CBlock,TA,0,No,LwQ,408,BLQ,420,156,984,GasA,Ex,NA,1977,984,620,0,1604,0,0,2,0,3,1,TA,6,Min2,Detchd,Unf
906,2009,50,RH,70,6300,Pave,160000,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,7,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88,TA,0,PConc,TA,0,No,LwQ,832,Unf,0,0,832,GasA,TA,Gd,1938,832,436,0,1268,0,0,1,1,3,1,TA,7,Typ,Basment,Unf
907,2009,50,RH,55,4500,Pave,159434,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,7,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0,TA,0,BrkTil,TA,0,No,Rec,182,Unf,0,611,793,GasA,Ex,NA,1968,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,Detchd,Unf
908,2009,30,RL,60,8400,Pave,60000,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,0,No,Rec,290,Unf,0,0,290,GasA,TA,NA,1930,438,0,0,438,0,0,1,0,1,1,Fa,3,Typ,Detchd,Unf
909,2009,50,RL,60,9900,Pave,139500,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,7,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,BrkTil,TA,335,No,Unf,0,Unf,0,778,778,GasA,TA,Gd,1940,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,Detchd,Unf
910,2009,75,RL,102,15863,Pave,197000,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,8,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,63,BrkTil,TA,136,No,GLQ,523,Unf,0,301,824,GasA,Ex,TA,1970,1687,998,397,3082,1,0,2,1,5,1,TA,12,Typ,Basment,Fin
911,2009,70,RL,43,5707,Pave,105000,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,3,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,96,BrkTil,TA,329,No,Unf,0,Unf,0,583,583,GasA,Gd,Gd,1926,647,595,0,1242,0,0,1,1,3,1,TA,6,Typ,Detchd,Unf
912,2009,50,RL,65,7804,Pave,135000,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,12,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0,TA,44,BrkTil,TA,431,No,BLQ,622,Unf,0,500,1122,GasA,TA,TA,1981,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,Detchd,Unf
913,2009,30,RL,64,8574,Pave,147500,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,10,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0,Gd,0,BrkTil,TA,0,No,Unf,0,Unf,0,816,816,GasA,Ex,Gd,1916,1232,0,0,1232,0,0,1,0,3,1,Gd,6,Typ,Detchd,Unf
914,2009,50,RL,51,6171,Pave,137450,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,10,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0,TA,16,BrkTil,TA,147,No,BLQ,264,Unf,0,712,976,GasA,Ex,Gd,1925,1160,448,0,1608,0,0,2,1,3,1,Gd,7,Typ,Detchd,Unf
915,2009,70,RL,60,7200,Pave,155000,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,4,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,0,PConc,Gd,256,No,ALQ,350,BLQ,210,0,560,GasA,Ex,NA,1971,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,Detchd,RFn
916,2009,50,RL,57,7558,Pave,177000,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,3,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0,TA,0,BrkTil,TA,0,No,Unf,0,Unf,0,896,896,GasA,Gd,TA,1929,1172,741,0,1913,0,0,1,1,3,1,TA,9,Typ,Detchd,Unf
917,2009,50,RL,52,6292,Pave,145000,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,8,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,50,BrkTil,TA,0,No,Unf,0,Unf,0,861,861,GasA,Gd,Gd,1928,877,600,0,1477,0,1,2,0,3,1,TA,6,Typ,Detchd,Unf
918,2009,70,RL,53,7155,Pave,137000,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,5,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,113,BrkTil,TA,0,Mn,Unf,0,Unf,0,600,600,GasA,Ex,Gd,1918,628,600,0,1228,0,0,1,0,3,1,TA,6,Typ,Detchd,Unf
919,2009,70,RL,53,10918,Pave,234000,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,6,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0,Gd,0,BrkTil,Gd,0,No,Unf,0,Unf,0,1276,1276,GasA,Ex,Gd,1926,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,Detchd,Unf
920,2009,50,RL,60,13680,Pave,205000,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,2,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,21,CBlock,TA,0,No,ALQ,728,Unf,0,112,840,GasA,Ex,TA,1961,840,727,0,1567,1,0,1,1,2,1,TA,6,Min2,Detchd,Unf
921,2009,70,RL,,7500,Pave,177500,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,11,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,0,No,BLQ,547,Unf,0,224,771,GasA,Fa,Gd,1942,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,Attchd,Unf
922,2009,50,RL,130,9600,Pave,160000,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,6,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,70,BrkTil,TA,0,No,Rec,428,Unf,0,300,728,GasA,Ex,TA,1940,976,332,0,1308,1,0,1,1,2,1,TA,7,Min2,Detchd,Unf
923,2009,20,RL,80,14680,Pave,155000,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,6,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,483,No,Rec,793,Unf,0,480,1273,GasA,Ex,NA,1960,1273,0,0,1273,0,0,1,0,2,1,TA,5,Typ,Attchd,Unf
924,2009,30,RL,80,13360,Pave,163500,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,8,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,BrkTil,Gd,0,No,ALQ,713,Unf,0,163,876,GasA,Ex,NA,1921,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,Detchd,Unf
925,2009,50,RL,54,7681,Pave,154900,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,7,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,BrkTil,TA,192,No,Unf,0,Unf,0,731,731,GasA,Ex,Gd,1921,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,Detchd,Unf
926,2009,90,RL,,8145,Pave,205000,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,7,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,BrkTil,TA,0,No,LwQ,246,Unf,0,674,920,GasA,Ex,Gd,1940,1240,1240,0,2480,0,0,2,1,5,2,TA,13,Typ,Detchd,Unf
927,2009,20,RL,70,9100,Pave,144800,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,10,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,TA,0,BrkTil,TA,0,Mn,Rec,154,ALQ,694,264,1112,GasA,Ex,Gd,1954,1112,0,0,1112,1,0,1,0,2,1,TA,6,Typ,Attchd,Unf
928,2009,70,RL,75,12000,Pave,174500,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,7,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,0,No,Rec,275,Unf,0,429,704,GasA,Ex,Gd,1941,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,Attchd,Unf
929,2009,20,RL,90,13339,Pave,193000,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,5,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132,TA,148,CBlock,TA,0,No,LwQ,65,BLQ,875,621,1561,GasA,TA,Gd,1960,1561,0,0,1561,1,0,2,0,3,1,TA,6,Typ,Attchd,Fin
930,2009,50,RL,78,15600,Pave,158000,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,10,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0,TA,0,BrkTil,TA,0,No,BLQ,312,Rec,507,248,1067,GasW,Fa,TA,1949,986,537,0,1523,1,0,2,0,3,1,Fa,7,Maj2,Attchd,Unf
931,2009,20,RL,80,14000,Pave,158500,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,8,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0,TA,36,CBlock,TA,0,No,Unf,0,Unf,0,1092,1092,GasA,Ex,Gd,1950,1152,0,0,1152,0,1,1,0,3,1,Gd,6,Typ,Attchd,Unf
932,2009,20,RL,100,17500,Pave,224000,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,1,1Fam,1Story,6,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420,TA,201,PConc,TA,0,Av,LwQ,784,BLQ,435,91,1310,GasA,Ex,Gd,1954,1906,0,0,1906,1,0,1,1,3,1,TA,6,Typ,Basment,Unf
933,2009,160,RM,24,1733,Pave,115000,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,5,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,279,No,Unf,0,Unf,0,516,516,GasA,TA,TA,1980,516,516,0,1032,0,0,1,0,2,1,TA,5,Typ,Detchd,Unf
934,2009,160,RM,24,1488,Pave,137000,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,10,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,Gd,176,Mn,ALQ,471,Unf,0,90,561,GasA,TA,TA,1980,561,668,0,1229,1,0,1,1,2,1,Gd,5,Typ,Attchd,Fin
935,2009,160,RM,24,1612,Pave,121000,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,7,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,Gd,154,No,Unf,0,Unf,0,561,561,GasA,TA,TA,1980,561,668,0,1229,0,0,1,1,2,1,TA,5,Typ,Attchd,Fin
936,2009,160,RM,24,1300,Pave,124000,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,5,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,Gd,150,No,ALQ,285,Unf,0,276,561,GasA,TA,TA,1980,561,668,0,1229,0,0,1,1,2,1,TA,5,Typ,Attchd,Fin
937,2009,80,RL,,13607,Pave,208000,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,4,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242,TA,112,CBlock,TA,400,No,ALQ,454,Unf,0,118,572,GasA,Gd,TA,1986,1182,800,0,1982,1,0,2,1,3,1,TA,6,Typ,BuiltIn,Fin
938,2009,20,RL,,17597,Pave,315000,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,7,1Fam,1Story,7,9,1971,2009,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,144,CBlock,Gd,200,No,GLQ,803,ALQ,419,581,1803,GasA,TA,Gd,1971,2365,0,0,2365,1,0,2,0,3,1,Ex,7,Min1,Attchd,Fin
939,2009,20,RL,,21695,Pave,222000,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,12,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260,Gd,44,CBlock,Gd,292,No,GLQ,808,Unf,0,72,880,GasA,Ex,Gd,1988,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,Attchd,Fin
940,2009,70,RM,59,10690,Pave,147000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,7,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0,TA,128,CBlock,TA,0,No,Rec,456,Unf,0,216,672,GasA,Gd,NA,1964,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,Detchd,Unf
941,2009,70,RM,50,8660,Pave,123000,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,12,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0,TA,160,BrkTil,TA,467,No,Unf,0,Unf,0,760,760,GasA,Ex,NA,1998,928,928,312,2168,0,0,2,0,5,1,Gd,11,Typ,Detchd,Unf
942,2009,70,RM,60,6402,Pave,78000,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,7,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,0,PConc,TA,0,Mn,Unf,0,Unf,0,596,596,GasA,TA,NA,1920,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,Detchd,Unf
943,2009,50,C (all),105,8470,Pave,85000,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,10,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0,Fa,0,CBlock,TA,0,No,Unf,0,Unf,0,1013,1013,GasA,TA,NA,,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,NA,NA
944,2009,30,C (all),60,10200,Pave,75000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,5,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,BrkTil,TA,0,No,Unf,0,Unf,0,572,572,GasA,Fa,NA,1940,572,0,0,572,0,0,1,0,2,1,TA,4,Typ,Detchd,Unf
945,2009,120,RM,44,3843,Pave,230000,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,6,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,174,Ex,53,PConc,Ex,162,Gd,GLQ,1476,Unf,0,120,1596,GasA,Ex,Gd,2007,1648,0,0,1648,1,1,2,0,2,1,Ex,5,Typ,Attchd,Fin
946,2009,30,I (all),109,21780,Grvl,57625,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,3,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,24,CBlock,NA,119,NA,NA,0,NA,0,0,0,GasA,TA,NA,1975,810,0,0,810,0,0,1,0,1,1,TA,4,Min1,Detchd,Unf
947,2009,60,RL,75,10125,Pave,251000,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,5,1Fam,2Story,8,5,2000,2001,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,91,PConc,Gd,210,No,ALQ,445,BLQ,250,412,1107,GasA,Ex,TA,2000,1040,1012,0,2052,0,0,2,1,3,1,Gd,7,Typ,BuiltIn,Fin
948,2009,50,RL,48,12822,Pave,239686,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,8,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,43,PConc,Ex,168,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Ex,2003,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,Attchd,RFn
949,2009,20,RL,43,12118,Pave,240000,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,4,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108,Gd,48,PConc,Ex,100,Mn,Unf,0,Unf,0,1710,1710,GasA,Ex,Gd,2004,1710,0,0,1710,0,0,2,0,3,1,Gd,7,Typ,Attchd,Fin
950,2009,60,RL,71,12209,Pave,215000,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,6,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,192,PConc,Ex,125,No,ALQ,690,Unf,0,114,804,GasA,Ex,TA,2001,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,BuiltIn,Fin
951,2009,85,RL,75,9750,Pave,156450,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,4,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,TA,319,Av,ALQ,767,Unf,0,135,902,GasA,Ex,TA,1977,926,0,0,926,1,0,1,0,2,1,TA,5,Typ,Attchd,Unf
952,2009,85,RL,72,9360,Pave,173000,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,11,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,39,CBlock,Gd,302,Av,GLQ,841,LwQ,116,0,957,GasA,TA,Fa,1977,1287,0,0,1287,1,0,1,1,2,1,TA,5,Typ,Attchd,RFn
953,2009,90,RL,75,10125,Pave,126000,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,8,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,NA,0,NA,NA,0,NA,0,0,0,GasA,TA,NA,1977,1302,432,0,1734,0,0,2,0,4,2,Gd,8,Typ,Attchd,Unf
954,2009,80,RL,,9947,Pave,173000,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,6,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0,TA,27,PConc,Gd,168,Av,GLQ,611,Unf,0,577,1188,GasA,Ex,NA,1990,1217,0,0,1217,1,0,2,0,3,1,Gd,6,Typ,Attchd,Unf
955,2009,20,RL,82,11070,Pave,152000,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,4,1Fam,1Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,PConc,Gd,0,No,BLQ,55,Unf,0,1527,1582,GasA,TA,NA,1991,1595,0,0,1595,1,0,2,0,2,1,TA,5,Typ,Detchd,Unf
956,2009,20,RL,,14375,Pave,137500,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,1,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541,TA,118,CBlock,TA,0,No,GLQ,111,Rec,354,354,819,GasA,Gd,Gd,1958,1344,0,0,1344,0,1,1,0,3,1,Gd,7,Typ,Basment,RFn
957,2009,20,RL,150,215245,Pave,375000,IR3,Low,AllPub,Inside,Sev,Timber,Norm,6,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0,TA,0,CBlock,Gd,0,Gd,ALQ,1236,Rec,820,80,2136,GasW,TA,Gd,1965,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,Attchd,RFn
958,2009,20,RL,89,12898,Pave,315500,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,9,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70,Gd,0,PConc,Ex,228,Gd,GLQ,1022,Unf,0,598,1620,GasA,Ex,Ex,2008,1620,0,0,1620,1,0,2,0,2,1,Ex,6,Typ,Attchd,Fin
959,2009,60,RL,83,13159,Pave,224500,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,7,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,114,PConc,Ex,208,Av,Unf,0,Unf,0,846,846,GasA,Gd,NA,2009,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
960,2009,20,RL,113,13438,Pave,410000,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,7,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246,Ex,154,CBlock,Ex,90,Gd,GLQ,1758,Unf,0,432,2190,GasA,Ex,Ex,2008,2036,0,0,2036,1,0,2,0,3,1,Ex,9,Typ,Attchd,Fin
961,2009,20,RL,79,14463,Pave,316500,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,1,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406,Ex,95,PConc,Ex,0,Gd,GLQ,1115,Unf,0,526,1641,GasA,Ex,NA,2008,1641,0,0,1641,1,0,2,0,3,1,Ex,7,Typ,Attchd,Fin
962,2009,20,RL,73,8925,Pave,201000,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,7,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,18,PConc,Gd,100,Av,GLQ,16,Unf,0,1450,1466,GasA,Ex,NA,2007,1466,0,0,1466,0,0,2,0,3,1,Gd,7,Typ,Attchd,Fin
963,2009,20,RL,130,11457,Pave,175000,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,3,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,Gd,0,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,TA,1988,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,Attchd,Unf
964,2009,60,RL,,9839,Pave,204000,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,2,1Fam,2Story,6,8,1980,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,24,PConc,Gd,305,No,ALQ,462,Unf,0,250,712,GasA,Ex,TA,1980,1375,862,0,2237,0,0,2,1,3,1,Gd,7,Typ,BuiltIn,Fin
965,2009,80,RL,125,14419,Pave,213500,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,7,1Fam,SLvl,7,5,1987,1989,Hip,CompShg,Plywood,Plywood,BrkFace,310,TA,238,PConc,Gd,224,Gd,GLQ,904,ALQ,624,117,1645,GasA,Ex,Fa,1987,1479,0,0,1479,2,0,2,1,3,1,Gd,7,Min1,Attchd,Fin
966,2009,20,RL,,6853,Pave,220000,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,6,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,Gd,25,PConc,Ex,192,No,GLQ,1005,Unf,0,262,1267,GasA,Ex,NA,2001,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,Attchd,Fin
967,2009,60,RL,75,9157,Pave,170000,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,2,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,114,PConc,Gd,124,No,Unf,0,Unf,0,912,912,GasA,Ex,NA,2003,1072,942,0,2014,0,0,2,1,3,1,Gd,9,Typ,Attchd,Fin
968,2009,20,RL,85,14601,Pave,315000,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,3,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584,Ex,68,PConc,Ex,270,Av,GLQ,1260,Unf,0,578,1838,GasA,Ex,Gd,2006,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,Attchd,Fin
969,2009,20,RL,85,12633,Pave,425000,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,5,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,290,Ex,52,PConc,Ex,308,Gd,GLQ,1640,Unf,0,338,1978,GasA,Ex,Gd,2007,1978,0,0,1978,1,0,2,0,2,1,Ex,7,Typ,Attchd,Fin
970,2009,20,RL,75,12518,Pave,139500,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,4,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182,TA,0,CBlock,TA,144,No,ALQ,532,Unf,0,476,1008,GasA,Gd,NA,1968,1008,0,0,1008,0,0,1,0,3,1,Gd,6,Typ,Attchd,Unf
971,2009,20,RL,100,21750,Pave,115000,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,11,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75,TA,0,Slab,NA,0,NA,NA,0,NA,0,0,0,GasA,TA,TA,1960,1771,0,0,1771,0,0,1,0,3,1,TA,9,Min1,Attchd,Unf
972,2009,120,RM,32,4500,Pave,162000,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,6,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,TA,247,PConc,Ex,0,No,GLQ,866,Unf,0,338,1204,GasA,Ex,NA,1998,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,Attchd,Fin
973,2009,120,RM,,4500,Pave,165000,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,6,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425,TA,304,PConc,Ex,0,No,GLQ,883,Unf,0,341,1224,GasA,Ex,NA,1999,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,Attchd,Fin
